Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Milky Way","Wednesday Wall > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105954973/milky-way,1.5,-1,Sport,5.10a/b,1,45,38.65166,-122.61189
"Outer Space","Wednesday Wall > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105954977/outer-space,2.7,-1,Sport,5.10b,1,50,38.65166,-122.61189
"Ash Wednesday","Wednesday Wall > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105954983/ash-wednesday,2.0,-1,Sport,5.10b,1,30,38.65166,-122.61189
"Tractor Parade","The Fin > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106354467/tractor-parade,1.5,-1,Sport,5.10a,1,50,38.6513,-122.61248
Hammerhead,"The Fin > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106354477/hammerhead,1.3,-1,Sport,5.10d,1,55,38.6513,-122.61248
"No soup for you!","The Fin > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105954958/no-soup-for-you,2.0,-1,Sport,5.11b,1,50,38.6513,-122.61248
"Little Jerry","The Fin > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105954965/little-jerry,2.5,-1,Sport,5.11b,1,50,38.6513,-122.61248
Wrathchild,"The Fin > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106354471/wrathchild,2.5,-1,Sport,5.11c/d,1,55,38.6513,-122.61248
"Billy Bones","Ben Gunn > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105955000/billy-bones,1.3,-1,Sport,5.10b/c,1,50,38.65141,-122.61182
"Ben Gunn","Ben Gunn > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105955005/ben-gunn,2.0,-1,Sport,5.11b,1,55,38.65141,-122.61182
"The Black Spot","Thagomizer > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106352043/the-black-spot,2.0,-1,Sport,5.10b,1,60,38.65141,-122.61216
Thagomizer,"Thagomizer > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106352025/thagomizer,2.3,-1,Sport,5.11a,1,60,38.65141,-122.61216
"Hide and Seek","Thagomizer > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106773895/hide-and-seek,2.0,-1,Sport,5.11a/b,1,55,38.65141,-122.61216
"Doc's Holiday","Hailstone Rock > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108644889/docs-holiday,1.2,-1,Trad,5.7+,1,70,38.65311,-122.61376
"East Crack","Hailstone Rock > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/111806199/east-crack,1.5,-1,Trad,5.8,1,80,38.65311,-122.61376
"Hailstone Arete","Hailstone Rock > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108644963/hailstone-arete,3.3,-1,Sport,5.9,1,80,38.65311,-122.61376
"Hailstone Crack","Hailstone Rock > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108645048/hailstone-crack,2.4,-1,Trad,5.9,1,70,38.65311,-122.61376
Doppelganger,"Hailstone Rock > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108645166/doppelganger,2.6,-1,Sport,5.9,1,70,38.65311,-122.61376
Coronor,"Hailstone Rock > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108644976/coronor,3.0,-1,Sport,5.10b,1,75,38.65311,-122.61376
"Rocket Ride","Hailstone Rock > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/109246487/rocket-ride,2.3,-1,Sport,5.10b,1,70,38.65311,-122.61376
"Extra Terrestrial Intelligence","Hailstone Rock > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/111214411/extra-terrestrial-intelligence,2.9,-1,Sport,"5.10b PG13",1,70,38.65311,-122.61376
"Close Encounters (of the bird kind)","Hailstone Rock > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108645066/close-encounters-of-the-bird-kind,3.2,-1,Sport,5.10d,1,80,38.65311,-122.61376
"Hail Fire","Hailstone Rock > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108645141/hail-fire,2.7,-1,Sport,5.11b,1,80,38.65311,-122.61376
"Fir Tree Overhang","Silverado Mine > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106599806/fir-tree-overhang,2.0,-1,Trad,"5.7 PG13",1,65,38.65306,-122.60456
Jamcrack,"Silverado Mine > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106825242/jamcrack,1.9,-1,Trad,"5.7 PG13",1,65,38.65306,-122.60456
"Right Corner","Silverado Mine > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106287717/right-corner,1.9,-1,"Trad, TR",5.7,1,75,38.65306,-122.60456
"Left Corner","Silverado Mine > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106287726/left-corner,1.9,-1,"Trad, TR",5.8-,1,65,38.65306,-122.60456
"Fractured Seam","Silverado Mine > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106825252/fractured-seam,2.3,-1,Trad,"5.8 PG13",1,75,38.65306,-122.60456
"Mossy Face","Silverado Mine > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107663471/mossy-face,1.0,-1,"Trad, TR",5.8,1,25,38.65306,-122.60456
Overhang,"Silverado Mine > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106287739/overhang,2.4,-1,"Trad, TR","5.9 R",1,65,38.65306,-122.60456
"Shattered Slab","Silverado Mine > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106287722/shattered-slab,2.3,-1,"Trad, TR",5.10a,1,75,38.65306,-122.60456
"Bolt Route","Silverado Mine > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106287735/bolt-route,2.3,-1,"Trad, TR",5.10b/c,1,65,38.65306,-122.60456
"Table Scraps","Table Scraps Pinnacle > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106554939/table-scraps,2.6,-1,Sport,5.7,1,65,38.65852,-122.58663
Hobolicous,"Table Scraps Pinnacle > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106872625/hobolicous,1.6,-1,Sport,5.7,1,60,38.65852,-122.58663
Snaggletooth,"Table Scraps Pinnacle > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106580601/snaggletooth,1.8,-1,Sport,5.7+,1,60,38.65852,-122.58663
"Soul Sister Thunder","Table Scraps Pinnacle > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106543629/soul-sister-thunder,1.9,-1,Sport,5.8,1,60,38.65852,-122.58663
Aperitif,"Table Scraps Pinnacle > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106550126/aperitif,2.7,-1,Sport,5.9,1,60,38.65852,-122.58663
"Tuko Pamoja","Table Scraps Pinnacle > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106602017/tuko-pamoja,2.3,-1,Sport,5.9+,1,60,38.65852,-122.58663
Oaksterdam,"Table Scraps Pinnacle > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106574284/oaksterdam,2.2,-1,Sport,5.10b,1,50,38.65852,-122.58663
"Jesus Christ Superbolter","Table Scraps Pinnacle > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106561981/jesus-christ-superbolter,2.4,-1,Sport,5.10b/c,1,60,38.65852,-122.58663
"Monster Quest","Table Scraps Pinnacle > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106586439/monster-quest,1.9,-1,Sport,5.10d,1,60,38.65852,-122.58663
"Wine Style","Table Scraps Pinnacle > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106663898/wine-style,2.0,-1,Sport,5.11-,1,40,38.65852,-122.58663
"Two Stump Chump","1 - Sports Wall > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828780/two-stump-chump,1.0,-1,Sport,5.11d,1,90,38.64366,-122.5818
Caliman,"1 - Sports Wall > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828773/caliman,1.5,-1,Sport,5.12a,1,98,38.64366,-122.5818
"Daily Dose","1 - Sports Wall > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828745/daily-dose,1.5,-1,Sport,5.12d,1,80,38.64366,-122.5818
"Deliver the Kidney","1 - Sports Wall > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828752/deliver-the-kidney,1.5,-1,Sport,5.12d,1,90,38.64366,-122.5818
"Route Whisperer","2 - Wine Wall > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828811/route-whisperer,1.3,-1,Sport,5.10b,1,70,38.64354,-122.58237
"Captain Choss","2 - Wine Wall > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828791/captain-choss,1.8,-1,Sport,5.10d,2,200,38.64354,-122.58237
"Grape Vine","2 - Wine Wall > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828798/grape-vine,1.7,-1,Sport,5.11b,1,95,38.64354,-122.58237
"Grape Juice","2 - Wine Wall > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828803/grape-juice,2.9,-1,Sport,5.11d,1,95,38.64354,-122.58237
"Sauvignon Choss","2 - Wine Wall > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108629466/sauvignon-choss,2.0,-1,Sport,5.11d,1,70,38.64354,-122.58237
"Fist Full of Rubles","3 - Iron Curtain > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828850/fist-full-of-rubles,1.9,-1,Sport,5.8,1,80,38.64291,-122.58268
Defector,"3 - Iron Curtain > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828854/defector,1.7,-1,Sport,5.8,1,80,38.64291,-122.58268
"Spy Vs. Spy","3 - Iron Curtain > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828818/spy-vs-spy,1.2,-1,Sport,5.10b,1,75,38.64291,-122.58268
"Standard Issue","3 - Iron Curtain > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828842/standard-issue,2.2,-1,Sport,5.10d,1,80,38.64291,-122.58268
"White Flag","3 - Iron Curtain > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828846/white-flag,2.0,-1,Sport,5.11a,1,80,38.64291,-122.58268
"Central Pillar of Envy","3 - Iron Curtain > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828859/central-pillar-of-envy,1.0,-1,Trad,5.11a,3,300,38.64291,-122.58268
"I Shot JFK","3 - Iron Curtain > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828834/i-shot-jfk,1.7,-1,Sport,5.11a/b,1,80,38.64291,-122.58268
"Big Red Button","3 - Iron Curtain > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828822/big-red-button,1.0,-1,Sport,5.11b,1,70,38.64291,-122.58268
"Double Agent","3 - Iron Curtain > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828830/double-agent,1.5,-1,Sport,5.11b,1,80,38.64291,-122.58268
"Aloha Patrol","3 - Iron Curtain > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828963/aloha-patrol,3.0,-1,Sport,5.11b,4,300,38.64291,-122.58268
"Kiss My Kremlin","3 - Iron Curtain > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828838/kiss-my-kremlin,1.0,-1,Sport,5.11c,1,90,38.64291,-122.58268
"Double Top Secret","3 - Iron Curtain > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828826/double-top-secret,1.5,-1,Sport,5.12a,1,70,38.64291,-122.58268
"Decorator Crab","4 - The Shock Block > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828917/decorator-crab,2.5,-1,Sport,5.10a,1,80,38.64263,-122.58258
Warcraft,"4 - The Shock Block > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828869/warcraft,2.4,-1,Sport,5.10a/b,1,70,38.64263,-122.58258
Svetlana,"4 - The Shock Block > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828873/svetlana,2.2,-1,Sport,5.10b,1,80,38.64263,-122.58258
Drive-In,"4 - The Shock Block > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828882/drive-in,2.3,-1,Sport,5.10b,2,45,38.64263,-122.58258
"Beer Factor","4 - The Shock Block > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828896/beer-factor,2.1,-1,Sport,5.10b,1,70,38.64263,-122.58258
"Idle Hands","4 - The Shock Block > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828909/idle-hands,2.0,-1,Sport,5.10c,1,70,38.64263,-122.58258
Moderator,"4 - The Shock Block > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828892/moderator,2.8,-1,Sport,5.10d,3,270,38.64263,-122.58258
"Lost Cause","4 - The Shock Block > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828905/lost-cause,2.4,-1,Sport,5.10d,1,70,38.64263,-122.58258
Modifier,"4 - The Shock Block > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828887/modifier,1.0,-1,Sport,5.11d,3,90,38.64263,-122.58258
"Drive By","4 - The Shock Block > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828878/drive-by,1.0,-1,Sport,5.12a,2,45,38.64263,-122.58258
Spankterfied,"4 - The Shock Block > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828901/spankterfied,1.8,-1,Sport,5.12a,1,70,38.64263,-122.58258
Ultramega,"4 - The Shock Block > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/114383950/ultramega,3.7,-1,Sport,5.12d,2,,38.64263,-122.58258
"Cheese Us","5 - The Lair > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828933/cheese-us,1.2,-1,Sport,5.9,1,50,38.64162,-122.58256
Ginormous,"5 - The Lair > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828939/ginormous,1.2,-1,Sport,5.9,1,50,38.64162,-122.58256
"Internet Superhero","5 - The Lair > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828946/internet-superhero,2.4,-1,Sport,5.10c,1,85,38.64162,-122.58256
"Green Kazoo","5 - The Lair > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828951/green-kazoo,1.8,-1,Sport,5.10c,1,85,38.64162,-122.58256
Project,"5 - The Lair > Table Rock > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107828928/project,0.5,-1,Sport,5.12,1,50,38.64162,-122.58256
"Weasel Buttress Center","Macondo Cliff > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/111841471/weasel-buttress-center,1.5,-1,Trad,5.7,1,85,38.65407,-122.61897
"Weasel Buttress Right","Macondo Cliff > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/111842790/weasel-buttress-right,2.0,-1,Trad,5.8,1,85,38.65407,-122.61897
Macondo,"Macondo Cliff > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/111842773/macondo,3.0,-1,Sport,5.10a,1,85,38.65407,-122.61897
"Weasel Buttress Left","Macondo Cliff > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/111840968/weasel-buttress-left,2.0,-1,Trad,5.10a,1,85,38.65407,-122.61897
Utopia,"Macondo Cliff > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/111841178/utopia,4.0,-1,Sport,5.10b,1,85,38.65407,-122.61897
Floridita,"Macondo Cliff > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112504812/floridita,3.0,-1,Sport,5.10b,1,40,38.65407,-122.61897
"Off Shore Drilling","Macondo Cliff > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112452627/off-shore-drilling,3.0,-1,Sport,5.10d,1,55,38.65407,-122.61897
Dystopia,"Macondo Cliff > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/111841450/dystopia,2.3,-1,Sport,"5.11a PG13",1,85,38.65407,-122.61897
"Drill Rig","Macondo Cliff > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112452669/drill-rig,2.0,-1,Sport,5.11b,1,55,38.65407,-122.61897
Wingman,"Black Tower > Kimball Canyon > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112453773/wingman,3.2,-1,Sport,"5.7 PG13",1,110,38.65333,-122.62282
"""Black Arrow""","Black Tower > Kimball Canyon > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112453929/black-arrow,1.0,-1,Trad,"5.7+ PG13",1,130,38.65333,-122.62282
"Sky Raider","Black Tower > Kimball Canyon > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112453798/sky-raider,2.8,-1,Sport,"5.8 PG13",1,110,38.65333,-122.62282
"Barrel Roll","Black Tower > Kimball Canyon > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112453843/barrel-roll,2.3,-1,Sport,"5.9 R",1,60,38.65333,-122.62282
Corkscrew,"Black Tower > Kimball Canyon > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112453904/corkscrew,3.1,-1,Sport,5.9,1,60,38.65333,-122.62282
"Off the Radar","Kimball Canyon Crag > Kimball Canyon > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112456595/off-the-radar,2.6,-1,"Sport, TR",5.10a/b,1,90,38.65391,-122.62224
"Sweet Dreams","Kimball Canyon Crag > Kimball Canyon > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112456132/sweet-dreams,2.7,-1,Sport,5.10b,1,75,38.65391,-122.62224
Dogfight,"Kimball Canyon Crag > Kimball Canyon > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112456797/dogfight,2.5,-1,Trad,"5.10b R",1,100,38.65391,-122.62224
"Shooting Star","Kimball Canyon Crag > Kimball Canyon > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112457185/shooting-star,2.3,-1,Sport,5.10d,1,75,38.65391,-122.62224
"Black Sheep Squadon","Kimball Canyon Crag > Kimball Canyon > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112457932/black-sheep-squadon,2.8,-1,Sport,5.10d,1,75,38.65391,-122.62224
"Flying Machines","Kimball Canyon Crag > Kimball Canyon > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112456191/flying-machines,2.0,-1,Sport,5.11a,1,75,38.65391,-122.62224
T-33,"Kimball Canyon Crag > Kimball Canyon > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112456970/t-33,3.0,-1,Sport,5.11a,1,55,38.65391,-122.62224
"Sad Wings of Destiny","Kimball Canyon Crag > Kimball Canyon > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112457754/sad-wings-of-destiny,3.0,-1,"Sport, TR",5.11a,1,75,38.65391,-122.62224
"Gray Ghost","Kimball Canyon Crag > Kimball Canyon > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112457996/gray-ghost,2.5,-1,"Sport, TR",5.11a,1,75,38.65391,-122.62224
"Pilot  Error","Kimball Canyon Crag > Kimball Canyon > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112457973/pilot-error,2.8,-1,"Sport, TR",5.11c,1,75,38.65391,-122.62224
Pre-Flight,"Kimball Canyon Crag > Kimball Canyon > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112456892/pre-flight,3.0,-1,Sport,5.12a,1,55,38.65391,-122.62224
"Ceiling Zero","Kimball Canyon Crag > Kimball Canyon > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112457846/ceiling-zero,3.3,-1,"Sport, TR",5.12a,1,75,38.65391,-122.62224
"Vapor Trail","Kimball Canyon Crag > Kimball Canyon > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112457866/vapor-trail,3.0,-1,"Sport, TR",5.12a,1,75,38.65391,-122.62224
Lockdown,"Kimball Canyon Crag > Kimball Canyon > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/119739310/lockdown,3.0,-1,Sport,5.12a,1,50,38.65391,-122.62224
"Left Behind","Far Side Gallery > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107147061/left-behind,2.3,-1,Trad,5.7,1,40,38.65216,-122.61945
"Curse of Madame C","Far Side Gallery > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106793630/curse-of-madame-c,2.5,-1,Sport,5.8+,1,45,38.65216,-122.61945
"Two-Bolt Slab","Far Side Gallery > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107147032/two-bolt-slab,1.0,-1,"Trad, Sport","5.9 PG13",1,90,38.65216,-122.61945
"Night of the Crash Test Dummies","Far Side Gallery > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106793647/night-of-the-crash-test-dummies,2.3,-1,Sport,5.10a,1,45,38.65216,-122.61945
"Sport Roof Right","Far Side Gallery > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106793695/sport-roof-right,3.0,-1,Sport,5.10b,1,25,38.65216,-122.61945
"Gorilla Finishing School","Far Side Gallery > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106793665/gorilla-finishing-school,2.0,-1,Sport,5.11c,1,45,38.65216,-122.61945
"Sport Roof Left","Far Side Gallery > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106793682/sport-roof-left,2.0,-1,Sport,5.11c/d,1,25,38.65216,-122.61945
"Hammer Throw","Wappo Tower > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/114383906/hammer-throw,1.7,-1,Sport,5.10b,1,,38.67266,-122.62429
Bonsai,"Wappo Tower > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/114383899/bonsai,2.4,-1,Sport,5.10d,1,,38.67266,-122.62429
"No Reservations","Wappo Tower > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/114383867/no-reservations,2.8,-1,Sport,5.11a,1,,38.67266,-122.62429
"Tough Crack to Nut","Wappo Tower > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/114383916/tough-crack-to-nut,1.7,-1,Sport,5.11b,1,,38.67266,-122.62429
"Kana Mota","Wappo Tower > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/114383875/kana-mota,3.3,-1,Sport,5.11c,1,,38.67266,-122.62429
"Wappo People","Wappo Tower > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/114383883/wappo-people,2.3,-1,Sport,5.12d,1,,38.67266,-122.62429
"Wile E. Coyote","Looney Tunes > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/115959271/wile-e-coyote,1.0,-1,Trad,"5.7 PG13",2,180,38.65388,-122.60934
"Three Musketeers","Looney Tunes > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120105839/three-musketeers,3.0,-1,Trad,5.7,1,75,38.65388,-122.60934
"Road Runner","Looney Tunes > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/115959309/road-runner,2.0,-1,Trad,5.8,2,185,38.65388,-122.60934
"Daffy Duck","Looney Tunes > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/115960172/daffy-duck,2.0,-1,TR,5.8,1,35,38.65388,-122.60934
"3 Blind Mice Left","Blind Man's Bluff > Blind Man's Bluff Area > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/118043287/3-blind-mice-left,2.8,-1,Sport,5.7,1,70,38.65119,-122.61473
"Coming Over","Blind Man's Bluff > Blind Man's Bluff Area > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121322225/coming-over,2.7,-1,Sport,5.7,1,40,38.65119,-122.61473
"Hobnobs (var)","Blind Man's Bluff > Blind Man's Bluff Area > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121687443/hobnobs-var,2.7,-1,Sport,5.7,1,80,38.65119,-122.61473
"The Pinnacle","Blind Man's Bluff > Blind Man's Bluff Area > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121858311/the-pinnacle,3.0,-1,Sport,5.8,1,80,38.65119,-122.61473
